servico_carta,servico_site,similaridade,categoria_carta,categoria_site,perfil_carta,perfil_site,url_carta,url_site
"Cadastro do comércio, indústria e serviços (CCIS) – alteração de dados cadastrais","Cadastro do Comércio, Indústria e Serviços (CCIS) – Reativação da inscrição estadual",0.776,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-alteracao-de-dados-cadastrais/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-do-cadastro-de-comercio-industria-e-servicos-ccis/
"Cadastro do comércio, indústria e serviços (CCIS) – alteração de dados cadastrais","Cadastro do Comércio, Indústria e Serviços (CCIS) – Baixa da inscrição estadual",0.775,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-alteracao-de-dados-cadastrais/,http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-ccis/
Regime especial – transportadora conveniada por meio de Termo de Acordo para atuar como fiel depositária das mercadorias que transporta (Anexo XII ao RICMS),Regime Especial – Transportadora conveniada por meio de Termo de Acordo para atuar como fiel depositária das mercadorias que transporta (Anexo XII ao RICMS),1.0,Comércio Indústria e Serviços;Regimes Especiais - CCIS,Regimes Especiais e Autorizações Específicas,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/regime-especial-transportadora-conveniada-por-meio-de-termo-de-acordo-para-atuar-como-fiel-depositaria-das-mercadorias-que-transporta-anexo-xii-ao-ricms/,http://www.catalogo.sefaz.ms.gov.br/termo-de-acordo-de-transportadora/
Autorização para impressão de documentos fiscais (AIDF) – comprovação intempestiva,Autorização para Impressão de Documentos Fiscais (AIDF),0.803,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-comprovacao-intempestiva/,http://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF) – comprovação intempestiva,Autorização para Impressão de Documentos Fiscais (AIDF) – Cancelamento do pedido,0.802,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-comprovacao-intempestiva/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-do-pedido-de-autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF) – comprovação intempestiva,Autorização para Impressão de Documentos Fiscais (AIDF) – Comprovação intempestiva,1.0,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-comprovacao-intempestiva/,http://www.catalogo.sefaz.ms.gov.br/comprovacao-intempestiva-de-autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF) – comprovação intempestiva,Autorização para Impressão de Documentos Fiscais (AIDF) – Quando não concedida por meio eletrônico,0.722,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-comprovacao-intempestiva/,http://www.catalogo.sefaz.ms.gov.br/pedido-de-aidf-quando-nao-concedida-por-meio-eletronico/
Autorização para impressão de documentos fiscais (AIDF),Autorização para Impressão de Documentos Fiscais (AIDF),1.0,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/,http://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF),Autorização para Impressão de Documentos Fiscais (AIDF) – Cancelamento do pedido,0.815,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-do-pedido-de-autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF),Autorização para Impressão de Documentos Fiscais (AIDF) – Comprovação intempestiva,0.803,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/,http://www.catalogo.sefaz.ms.gov.br/comprovacao-intempestiva-de-autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF),Autorização para Impressão de Documentos Fiscais (AIDF) – Quando não concedida por meio eletrônico,0.719,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/,http://www.catalogo.sefaz.ms.gov.br/pedido-de-aidf-quando-nao-concedida-por-meio-eletronico/
Autorização para impressão de documentos fiscais (AIDF) – cancelamento do pedido,Autorização para Impressão de Documentos Fiscais (AIDF),0.815,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-cancelamento-do-pedido/,http://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF) – cancelamento do pedido,Autorização para Impressão de Documentos Fiscais (AIDF) – Cancelamento do pedido,1.0,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-cancelamento-do-pedido/,http://www.catalogo.sefaz.ms.gov.br/cancelamento-do-pedido-de-autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF) – cancelamento do pedido,Autorização para Impressão de Documentos Fiscais (AIDF) – Comprovação intempestiva,0.802,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-cancelamento-do-pedido/,http://www.catalogo.sefaz.ms.gov.br/comprovacao-intempestiva-de-autorizacao-para-impressao-de-documentos-fiscais-aidf/
Autorização para impressão de documentos fiscais (AIDF) – cancelamento do pedido,Autorização para Impressão de Documentos Fiscais (AIDF) – Quando não concedida por meio eletrônico,0.764,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-cancelamento-do-pedido/,http://www.catalogo.sefaz.ms.gov.br/pedido-de-aidf-quando-nao-concedida-por-meio-eletronico/
Escrituração fiscal digital (EFD) – entrega,Escrituração Fiscal Digital (EFD) – Entrega,1.0,Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,Escrituração Fiscal Digital,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/entrega-da-escrituracao-fiscal-digital-efd/,http://www.catalogo.sefaz.ms.gov.br/entrega-da-escrituracao-fiscal-digital-efd/
Escrituração fiscal digital (EFD) – entrega,Escrituração Fiscal Digital (EFD) – Retificação,0.867,Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,Escrituração Fiscal Digital,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/entrega-da-escrituracao-fiscal-digital-efd/,http://www.catalogo.sefaz.ms.gov.br/retificacao-de-escrituracao-fiscal-digital-efd/
Escrituração fiscal digital (EFD) – entrega,Escrituração Fiscal Digital (EFD) – Baixa de notificação,0.808,Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,Escrituração Fiscal Digital,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/entrega-da-escrituracao-fiscal-digital-efd/,http://www.catalogo.sefaz.ms.gov.br/baixa-de-notificacao-por-falta-de-entrega-de-escrituracao-fiscal-digital-efd/
Escrituração fiscal digital (EFD) – entrega,Escrituração Fiscal Digital (EFD) – Dispensa de entrega,0.878,Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,Escrituração Fiscal Digital,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/entrega-da-escrituracao-fiscal-digital-efd/,http://www.catalogo.sefaz.ms.gov.br/dispensa-de-entrega-de-escrituracao-fiscal-digital-efd/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de frigoríficos","Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de empresas",0.893,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/,http://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de frigoríficos","Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Cerealista",0.895,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/,http://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-cerealista/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de frigoríficos","Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Frigoríficos",1.0,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/,http://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de frigoríficos","Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Artesão (CEA – Cadastro Especial de Artesão)",0.731,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/,https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-artesao-cea-cadastro-especial-de-artesao/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de frigoríficos","Cadastro do Comércio, Indústria e Serviços (CCIS) – Alteração de dados cadastrais",0.785,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/,http://www.catalogo.sefaz.ms.gov.br/alteracao-de-dados-cadastrais-exceto-endereco-no-cadastro-de-comercio-industria-e-servicos-ccis/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de frigoríficos","Cadastro do Comércio, Indústria e Serviços (CCIS) – Reativação da inscrição estadual",0.783,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-do-cadastro-de-comercio-industria-e-servicos-ccis/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de frigoríficos","Cadastro do Comércio, Indústria e Serviços (CCIS) – Baixa da inscrição estadual",0.808,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-frigorificos/,http://www.catalogo.sefaz.ms.gov.br/baixa-da-inscricao-estadual-ccis/
Documentos fiscais –  inutilização por vencimento ou não utilização,Documentos Fiscais – Inutilização por vencimento ou não utilização,0.992,Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/documentos-fiscais-inutilizacao-por-vencimento-ou-nao-utilizacao/,http://www.catalogo.sefaz.ms.gov.br/inutilizacao-de-notas-fiscais-vencidas-ou-nao-utilizadas/
Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,Documento de Arrecadação do Estado de Mato Grosso do Sul (DAEMS) – Emissão,1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,"Comércio, Indústria e Serviços",Cidadão,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/
Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,Documento de Arrecadação do Estado de Mato Grosso do Sul (DAEMS) – Retificação ou Apostilamento,0.84,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,"Comércio, Indústria e Serviços",Cidadão,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-retificacao-ou-apostilamento/
Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,Documento de Arrecadação do Estado de Mato Grosso do Sul (DAEMS) – Emissão,1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,"Comércio, Indústria e Serviços",Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/
Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,Documento de Arrecadação do Estado de Mato Grosso do Sul (DAEMS) – Retificação ou Apostilamento,0.84,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,"Comércio, Indústria e Serviços",Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/,http://www.catalogo.sefaz.ms.gov.br/daems-documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-retificacao-ou-apostilamento/
Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,Documento de Arrecadação do Estado de Mato Grosso do Sul (DAEMS) – Emissão,1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/
Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,Documento de Arrecadação do Estado de Mato Grosso do Sul (DAEMS) – Retificação ou Apostilamento,0.84,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Emissão de Documento de Documento de Arrecadação Estadual de MS – DAEMS,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/,http://www.catalogo.sefaz.ms.gov.br/daems-documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-retificacao-ou-apostilamento/
ICMS – homologação de transferência de crédito realizada por distribuidora de combustíveis,ICMS – Homologação de transferência de crédito realizada por distribuidora de combustíveis,1.0,Comércio Indústria e Serviços;Créditos Fiscais - CCIS,ICMS,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/icms-homologacao-de-transferencia-de-credito-realizada-por-distribuidora-de-combustiveis/,http://www.catalogo.sefaz.ms.gov.br/homologacao-de-transferencia-de-credito-realizada-por-distribuidora-de-combustiveis/
ICMS Importação – dispensa da cobrança de ICMS sobre a importação de bens de uso exclusivo em processo de produção industrial ou agropecuária,ICMS importação – Dispensa da cobrança de ICMS sobre a importação de bens de uso exclusivo em processo de produção industrial ou agropecuária,1.0,Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,ICMS,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-de-producao/,http://www.catalogo.sefaz.ms.gov.br/dispensa-da-cobranca-de-icms-sobre-a-importacao-de-bens-de-producao/
ICMS Diferencial de Alíquotas – dispensa da cobrança na aquisição de maquinário por industrial ou produtor rural,ICMS Diferencial de Alíquotas – Dispensa da cobrança na aquisição de maquinário por industrial ou produtor rural,1.0,Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,ICMS,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/dispensa-da-cobranca-do-icms-diferencial-de-aliquota-na-aquisicao-de-maquinario-por-industrial-ou-produtor-rural/,http://www.catalogo.sefaz.ms.gov.br/dispensa-da-cobranca-do-icms-diferencial-de-aliquota-na-aquisicao-de-maquinario-por-industrial-ou-produtor-rural/
Pedido de aquisição de formulário de segurança (PAFS),Pedido de Aquisição de Formulário de Segurança (PAFS),1.0,Autorizações - CCIS;Comércio Indústria e Serviços,Documentos Fiscais Eletrônicos,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/pedido-de-aquisicao-de-formulario-de-seguranca-pafs/,http://www.catalogo.sefaz.ms.gov.br/pedido-para-aquisicao-de-formulario-de-seguranca-pafs/
Restituição/Ressarcimento de indébito tributário – pedido,Restituição do indébito tributário – Pedido,0.84,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;RESTITUIÇÕES;Restituições - Geral,Serviços,"Comércio, Indústria e Serviços",Cidadão,https://www.catalogo.sefaz.ms.gov.br/restituicao-ressarcimento-de-indebito-tributario-pedido/,http://www.catalogo.sefaz.ms.gov.br/pedido-de-restituicao-de-valores-pagos-indevidamente/
Restituição/Ressarcimento de indébito tributário – pedido,Restituição do indébito tributário – Pedido,0.84,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;RESTITUIÇÕES;Restituições - Geral,Nota Fiscal Avulsa Eletrônica,"Comércio, Indústria e Serviços",Cidadão,https://www.catalogo.sefaz.ms.gov.br/restituicao-ressarcimento-de-indebito-tributario-pedido/,http://www.catalogo.sefaz.ms.gov.br/pedido-de-restituicao-de-valores-pagos-indevidamente/
"ICMS – cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária)","ICMS – Cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária)",1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,ICMS,"Comércio, Indústria e Serviços",Cidadão,https://www.catalogo.sefaz.ms.gov.br/icms-calculo-para-recolhimento-espontaneo-normal-transporte-equalizacao-e-substituicao-tributaria/,http://www.catalogo.sefaz.ms.gov.br/calculo-para-recolhimento-espontaneo-de-icms/
"ICMS – cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária)","ICMS – Cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária)",1.0,Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,ICMS,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/icms-calculo-para-recolhimento-espontaneo-normal-transporte-equalizacao-e-substituicao-tributaria/,http://www.catalogo.sefaz.ms.gov.br/calculo-para-recolhimento-espontaneo-de-icms/
"Cadastro do comércio, indústria e serviços (CCIS) – suspensão da eficácia temporária a pedido do contribuinte e sua prorrogação","Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição estadual temporária para empresas do ramo de construção civil",0.704,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-suspensao-da-eficacia-temporaria-a-pedido-do-contribuinte-e-sua-prorrogacao/,http://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-em-carater-temporario-ou-provisorio-de-empresas-de-construcao-civil/
"Cadastro do comércio, indústria e serviços (CCIS) – suspensão da eficácia temporária a pedido do contribuinte e sua prorrogação","Cadastro do Comércio, Indústria e Serviços (CCIS) – Suspensão da eficácia temporária a pedido do Contribuinte e sua prorrogação",1.0,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-suspensao-da-eficacia-temporaria-a-pedido-do-contribuinte-e-sua-prorrogacao/,http://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-no-cadastro-de-comercio-indutria-e-servicos-ccis-suspensao-da-eficacia-temporaria-a-pedido-do-contribuinte/
ICMS – compensação centralizada de saldos devedores e credores,ICMS – Compensação Centralizada de Saldos Devedores e Credores,1.0,Comércio Indústria e Serviços;Créditos Fiscais - CCIS,ICMS,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/compensacao-centralizada-de-saldos-devedores-e-credores-de-icms/,http://www.catalogo.sefaz.ms.gov.br/compensacao-centralizada-de-saldos-devedores-e-credores-de-icms/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de contribuinte localizado em outra unidade da federação como substituto tributário por força de Convênio ou Protocolo","Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Contribuinte localizado em outra Unidade da Federação como Substituto Tributário do ICMS mediante Termo de Responsabilidade",0.853,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-localizado-em-outra-unidade-da-federacao-como-substituto-tributario-por-forca-de-convenio-ou-protocolo/,http://www.catalogo.sefaz.ms.gov.br/cadastro-de-contribuintes-substitutos-termo-de-acordo-comercio-e-industria/
"Cadastro do comércio, indústria e serviços (CCIS) – inscrição de contribuinte localizado em outra unidade da federação como substituto tributário por força de Convênio ou Protocolo","Cadastro do Comércio, Indústria e Serviços (CCIS) – Inscrição de Contribuinte localizado em outra Unidade da Federação como Substituto Tributário por força de Convênio ou Protocolo",1.0,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-localizado-em-outra-unidade-da-federacao-como-substituto-tributario-por-forca-de-convenio-ou-protocolo/,http://www.catalogo.sefaz.ms.gov.br/cadastro-de-contribuintes-substitutos-comercio-e-industria/
"Regime especial – dilatação de prazo para pagamento, por período quinzenal, do ICMS substituição tributária devido na entrada de mercadorias no estado de MS (art. 4º, I, b do Anexo V ao RICMS)","Regime Especial– Dilatação de prazo para pagamento quinzenal do ICMS substituição tributária devido na entrada de mercadorias no Estado de MS (Art. 4º, I, B do Anexo V ao RICMS)",0.959,Comércio Indústria e Serviços;Regimes Especiais - CCIS,Regimes Especiais e Autorizações Específicas,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-para-pagamento-por-periodo-quinzenal-do-icms-substituicao-tributaria-devido-na-entrada-de-mercadorias-no-estado-de-ms-art-4o-i-b-do-anexo-v-ao-ricms/,http://www.catalogo.sefaz.ms.gov.br/regime-especial-de-dilatacao-de-prazo-para-pagamento-do-icms-substituicao-tributaria-devido-na-entrada/
"Regime especial – dilatação de prazo para pagamento, por período quinzenal, do ICMS substituição tributária devido na entrada de mercadorias no estado de MS (art. 4º, I, b do Anexo V ao RICMS)","Regime Especial – Dilatação de prazo para pagamento quinzenal do ICMS substituição tributária devido na entrada de mercadorias no Estado de MS – Apenas para concessionárias de veículos ou de máquinas agrícolas (art. 4º, I, b do ANEXO V ao RICMS e art. 5º do Dec. 14.383/2016)",0.762,Comércio Indústria e Serviços;Regimes Especiais - CCIS,Regimes Especiais e Autorizações Específicas,"Comércio, Indústria e Serviços",Empresa,https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-para-pagamento-por-periodo-quinzenal-do-icms-substituicao-tributaria-devido-na-entrada-de-mercadorias-no-estado-de-ms-art-4o-i-b-do-anexo-v-ao-ricms/,https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-para-pagamento-quinzenal-do-icms-substituicao-tributaria-devido-na-entrada-de-mercadorias-no-estado-de-ms-apenas-para-concessionarias-de-veiculos/
"Cadastro do comércio, indústria e serviços (CCIS) – reativação da inscrição estadual",Cadastro da Agropecuária (CAP) – Reativação da Inscrição Estadual,0.725,Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,Cadastros,"Comércio, Indústria e Serviços",Produtor Rural,https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-reativacao-da-inscricao-estadual/,http://www.catalogo.sefaz.ms.gov.br/reativacao-da-inscricao-estadual-da-agropecuaria-cap/
