Categorias,Perfis,Serviços,URL,fonte,id_unico,data_extracao
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão,Demonstrativos de PPD de ICMS e ITCD,https://www.catalogo.sefaz.ms.gov.br/demonstrativos-de-ppd-de-icms-e-itcd/,Carta de Serviço,270,2025-08-14
Certidões - Geral;Cidadão / Governo / Geral,Cidadão,Certidão tributária estadual – emissão (certidão positiva de débitos estaduais),https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-positiva-de-debitos-estaduais/,Carta de Serviço,271,2025-08-14
Certidões - Geral;Cidadão / Governo / Geral,Cidadão,Certidão tributária estadual – emissão (certidão circunstanciada de débitos estaduais),https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-circunstanciada-de-debitos-estaduais/,Carta de Serviço,272,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de remissão,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-remissao/,Carta de Serviço,273,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de isenção pelo valor da transmissão,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-isencao-pelo-valor-da-transmissao/,Carta de Serviço,274,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de isenção para imóvel urbano,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-isencao-para-imovel-urbano/,Carta de Serviço,275,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de isenção para imóvel rural,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-isencao-para-imovel-rural/,Carta de Serviço,276,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de isenção coletiva,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-isencao-coletiva/,Carta de Serviço,277,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de não incidência,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-nao-incidencia/,Carta de Serviço,278,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de retificação de declaração de ITCD,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-retificacao-de-declaracao-de-itcd/,Carta de Serviço,279,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de cancelamento de declaração de ITCD,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-cancelamento-de-declaracao-de-itcd/,Carta de Serviço,280,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de alteração de e-mail vinculado à declaração de ITCD,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-alteracao-de-e-mail-vinculado-a-declaracao-de-itcd/,Carta de Serviço,281,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de prioridade na análise,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-prioridade-na-analise/,Carta de Serviço,282,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de atualização de DAEMS referente à Declaração de ITCD,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-atualizacao-de-daems-referente-a-declaracao-de-itcd/,Carta de Serviço,283,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão,Ouvidoria Fazendária,https://www.catalogo.sefaz.ms.gov.br/ouvidoria-fazendaria/,Carta de Serviço,284,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – leilão – desvinculação de débitos anteriores – Administração Pública e leiloeiros oficiais,https://www.catalogo.sefaz.ms.gov.br/ipva-leilao-desvinculacao-de-debitos-anteriores-administracao-publica-e-leiloeiros-oficiais/,Carta de Serviço,285,2025-08-14
Cidadão / Governo / Geral;Outras solicitações - Geral,Cidadão,Impugnação ao Índice de Participação dos Municípios (IPM),https://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-indice-de-participacao-dos-municipios-ipm/,Carta de Serviço,286,2025-08-14
Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão,Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/,Carta de Serviço,287,2025-08-14
Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão,Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/,Carta de Serviço,288,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão,Fornecimento de dados e documentos fiscais do próprio requerente,https://www.catalogo.sefaz.ms.gov.br/fornecimento-de-dados-e-documentos-fiscais-do-proprio-requerente/,Carta de Serviço,289,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – isenção 2022 – Decreto 15.703/2021,https://www.catalogo.sefaz.ms.gov.br/ipva-isencao-2022-decreto-15-703-2021/,Carta de Serviço,290,2025-08-14
Outras solicitações - Geral,Cidadão,FUNDERSUL – autorização para depósito da contribuição à entidade que tenha por objetivo atividades tendentes à defesa animal ou vegetal,https://www.catalogo.sefaz.ms.gov.br/fundersul-autorizacao-para-deposito-da-contribuicao-a-entidade-que-tenha-por-objetivo-atividades-tendentes-a-defesa-animal-ou-vegetal/,Carta de Serviço,291,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – impugnação do lançamento,https://www.catalogo.sefaz.ms.gov.br/ipva-impugnacao-do-lancamento/,Carta de Serviço,292,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – cancelamento de débito – apreensão,https://www.catalogo.sefaz.ms.gov.br/ipva-cancelamento-de-debito-apreensao/,Carta de Serviço,293,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,"IPVA – cancelamento de débito – roubo, furto ou apropriação indébita",https://www.catalogo.sefaz.ms.gov.br/ipva-cancelamento-de-debito-roubo-furto-ou-apropriacao-indebita/,Carta de Serviço,294,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – alegação/comunicação de venda de veículo,https://www.catalogo.sefaz.ms.gov.br/ipva-alegacao-comunicacao-de-venda-de-veiculo/,Carta de Serviço,295,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – reclamação administrativa,https://www.catalogo.sefaz.ms.gov.br/itcd-reclamacao-administrativa/,Carta de Serviço,296,2025-08-14
Benefícios Fiscais - Geral;Cidadão / Governo / Geral,Cidadão,"ICMS – isenção na aquisição de automóvel novo para portadores de deficiência mental, síndrome de down ou autista",https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-mental-sindrome-de-down-ou-autista/,Carta de Serviço,297,2025-08-14
Benefícios Fiscais - Geral;Cidadão / Governo / Geral,Cidadão,ICMS – isenção na aquisição de automóvel novo para portadores de deficiência física ou visual,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-novo-para-portadores-de-deficiencia-fisica-ou-visual/,Carta de Serviço,298,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – isenção – táxi,https://www.catalogo.sefaz.ms.gov.br/ipva-isencao-taxi/,Carta de Serviço,299,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão,Nota fiscal de produtor eletrônica (NFP-e) / Nota fiscal avulsa eletrônica (NFA-e) – emissão de carta de correção eletrônica (CC-e),https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/,Carta de Serviço,300,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão,Guia de trânsito suspensa – prorrogação do prazo de suspensão,https://www.catalogo.sefaz.ms.gov.br/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao/,Carta de Serviço,301,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Certidões - Geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão,Certidão de registro e depósito convênio 190 – emissão,https://www.catalogo.sefaz.ms.gov.br/certidao-de-registro-e-deposito-convenio-190-emissao/,Carta de Serviço,302,2025-08-14
Cidadão / Governo / Geral;Outras solicitações - Geral,Cidadão,Declaração de compras para aquisições interestaduais de materiais de construção por consumidor final não contribuinte do ICMS ou por empresas do ramo da construção civil,https://www.catalogo.sefaz.ms.gov.br/declaracao-de-compras-para-aquisicoes-interestaduais-de-materiais-de-construcao-por-consumidor-final-nao-contribuinte-do-icms-ou-por-empresas-do-ramo-da-construcao-civil/,Carta de Serviço,303,2025-08-14
Cidadão / Governo / Geral;Outras solicitações - Geral,Cidadão,ICMS importação – suspensão da cobrança do imposto nas operações sob regime especial aduaneiro de admissão temporária,https://www.catalogo.sefaz.ms.gov.br/icms-importacao-suspensao-da-cobranca-do-imposto-nas-operacoes-sob-regime-especial-aduaneiro-de-admissao-temporaria/,Carta de Serviço,304,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão,"Documentação cadastral, cópia de processo ou outra",https://www.catalogo.sefaz.ms.gov.br/documentacao-cadastral-copia-de-processo-ou-outra/,Carta de Serviço,305,2025-08-14
Autuações / Notificações;Autuações/Notificações - Fiscalização;Autuações/Notificações - Geral;Cidadão / Governo / Geral;Fiscalização,Cidadão,"Auto de lançamento e de imposição de multa (ALIM), mod. 1 – solicitação de lavratura",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/,Carta de Serviço,306,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão,Fale Conosco,https://www.catalogo.sefaz.ms.gov.br/fale-conosco/,Carta de Serviço,307,2025-08-14
Agropecuária;Cadastro Fiscal;Cadastro Fiscal - CAP;Cadastro Fiscal - CCIS;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão,Cancelamento ou suspensão de inscrição estadual de terceiro no cadastro,https://www.catalogo.sefaz.ms.gov.br/cancelamento-ou-suspensao-de-inscricao-estadual-de-terceiro-no-cadastro/,Carta de Serviço,308,2025-08-14
Autuações / Notificações;Autuações/Notificações - Fiscalização;Cidadão / Governo / Geral;Fiscalização,Cidadão,"Auto de Lançamento e de Imposição de Multa (ALIM), mod. 2 – solicitação de lavratura referente a TVF e/ou TA",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-2-solicitacao-de-lavratura-referente-a-tvf-e-ou-ta/,Carta de Serviço,309,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – isenção geral (exceto táxi),https://www.catalogo.sefaz.ms.gov.br/ipva-isencao-geral-exceto-taxi/,Carta de Serviço,310,2025-08-14
ITCD-Geral,Cidadão,ITCD – solicitação de cálculo do imposto nas doações de quaisquer bens e direitos,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-calculo-do-imposto-nas-doacoes-de-quaisquer-bens-e-direitos/,Carta de Serviço,311,2025-08-14
Cidadão / Governo / Geral;ITCD-Geral,Cidadão,ITCD – solicitação de cálculo do imposto sobre inventário (judicial e extrajudicial) e arrolamento,https://www.catalogo.sefaz.ms.gov.br/itcd-solicitacao-de-calculo-do-imposto-sobre-inventario-judicial-e-extrajudicial-e-arrolamento/,Carta de Serviço,312,2025-08-14
Cidadão / Governo / Geral;Declarações,Cidadão,Comunicação pelo contabilista das hipóteses de que trata o inciso III do artigo1º da Portaria/SAT nº 1.834/2007,https://www.catalogo.sefaz.ms.gov.br/comunicacao-pelo-contabilista-das-hipoteses-de-que-trata-o-inciso-iii-do-artigo-1o-da-portaria-sat-no-1-834-2007/,Carta de Serviço,313,2025-08-14
Cadastro Fiscal,Cidadão,Cadastro de contabilistas – inclusão e alteração de dados do contabilista,https://www.catalogo.sefaz.ms.gov.br/cadastro-de-contabilistas-inclusao-e-alteracao-de-dados-do-contabilista/,Carta de Serviço,314,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão,Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – emissão,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-emissao/,Carta de Serviço,315,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;RESTITUIÇÕES;Restituições - Geral,Cidadão,Restituição/Ressarcimento de indébito tributário – pedido,https://www.catalogo.sefaz.ms.gov.br/restituicao-ressarcimento-de-indebito-tributario-pedido/,Carta de Serviço,316,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,Cidadão,"ICMS – cálculo para recolhimento espontâneo (Normal, Transporte, Equalização e Substituição Tributária)",https://www.catalogo.sefaz.ms.gov.br/icms-calculo-para-recolhimento-espontaneo-normal-transporte-equalizacao-e-substituicao-tributaria/,Carta de Serviço,317,2025-08-14
Cidadão / Governo / Geral;Outras solicitações - Geral,Cidadão,Valor real pesquisado – VRP / PMPF – Preço médio ponderado ao consumidor final – atualização da lista do preço médio ponderado,https://www.catalogo.sefaz.ms.gov.br/valor-real-pesquisado-vrp-pmpf-preco-medio-ponderado-ao-consumidor-final-atualizacao-da-lista-do-preco-medio-ponderado/,Carta de Serviço,318,2025-08-14
Certidões - Geral;Cidadão / Governo / Geral,Cidadão,Certidão tributária estadual – emissão (certidão negativa de débitos estaduais),https://www.catalogo.sefaz.ms.gov.br/certidao-tributaria-estadual-emissao-certidao-negativa-de-debitos-estaduais/,Carta de Serviço,319,2025-08-14
Cidadão / Governo / Geral;Procurações - Geral,Cidadão,Procuração – comunicação de cancelamento,https://www.catalogo.sefaz.ms.gov.br/procuracao-comunicacao-de-cancelamento/,Carta de Serviço,320,2025-08-14
Benefícios Fiscais - geral;Cidadão / Governo / Geral;Fiscalização;ITCD-Geral;Parcelamentos - fiscalização,Cidadão,ITCD – pedido de parcelamento de débito (PPD),https://www.catalogo.sefaz.ms.gov.br/itcd-pedido-de-parcelamento-de-debito-ppd/,Carta de Serviço,321,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – imunidade,https://www.catalogo.sefaz.ms.gov.br/ipva-imunidade/,Carta de Serviço,322,2025-08-14
Cidadão / Governo / Geral;IPVA;Notícias,Cidadão,IPVA – leilão – desvinculação de débitos anteriores – particulares,https://www.catalogo.sefaz.ms.gov.br/ipva-leilao-desvinculacao-de-debitos-anteriores-particulares/,Carta de Serviço,323,2025-08-14
Cidadão / Governo / Geral;GERAL;IPVA,Cidadão,IPVA – cancelamento de débito – inutilização ou perecimento,https://www.catalogo.sefaz.ms.gov.br/ipva-cancelamento-de-debito-inutilizacao-ou-perecimento/,Carta de Serviço,324,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão,ICMS – prorrogação de prazo para retorno de mercadorias ou bens remetidos ou recebidos com suspensão ou não incidência do imposto,https://www.catalogo.sefaz.ms.gov.br/icms-prorrogacao-de-prazo-para-retorno-de-mercadorias-ou-bens-remetidos-ou-recebidos-com-suspensao-ou-nao-incidencia-do-imposto/,Carta de Serviço,325,2025-08-14
Benefícios Fiscais - geral;Cidadão / Governo / Geral,Cidadão,ICMS importação – isenção sobre operações de importação de bens destinados à pesquisa científica e tecnológica,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-sobre-as-operacoes-de-importacao-de-bens-destinados-a-pesquisa-cientifica-e-tecnologica/,Carta de Serviço,326,2025-08-14
Benefícios Fiscais - geral;Cidadão / Governo / Geral,Cidadão,ICMS – isenção na aquisição de automóvel novo de passageiros para taxista,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-na-aquisicao-de-automovel-de-passageiros-para-taxista/,Carta de Serviço,327,2025-08-14
Cidadão / Governo / Geral;Consulta Tributária - Geral,Cidadão,Consulta tributária,https://www.catalogo.sefaz.ms.gov.br/consulta-tributaria/,Carta de Serviço,328,2025-08-14
Benefícios Fiscais - geral;Cidadão / Governo / Geral,Cidadão,ICMS – isenção na aquisição de motocicleta nova para mototaxista ou moto-entregador,https://www.catalogo.sefaz.ms.gov.br/icms-isencao-do-icms-nas-aquisicoes-de-motocicleta-para-mototaxista-ou-moto-entregador/,Carta de Serviço,329,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão,Documento de arrecadação do estado de Mato Grosso do Sul (DAEMS) – retificação ou apostilamento,https://www.catalogo.sefaz.ms.gov.br/documento-de-arrecadacao-do-estado-de-mato-grosso-do-sul-daems-retificacao-ou-apostilamento/,Carta de Serviço,330,2025-08-14
Benefícios Fiscais - geral;Cidadão / Governo / Geral,Cidadão,"ICMS – liberação da entrada de mercadorias procedentes de outras unidades da federação e destinadas à demonstração em feiras e eventos realizados no estado, com suspensão da cobrança do ICMS",https://www.catalogo.sefaz.ms.gov.br/icms-liberacao-da-entrada-de-mercadorias-procedentes-de-outras-unidades-da-federacao-e-destinadas-a-demonstracao-em-feiras-e-eventos-realizados-no-estado-com-suspensao-da-cobranca-do-icms/,Carta de Serviço,331,2025-08-14
Cidadão / Governo / Geral;GERAL;IPVA,Cidadão,IPVA – restituição de pagamento indevido,https://www.catalogo.sefaz.ms.gov.br/ipva-restituicao-de-pagamento-indevido/,Carta de Serviço,332,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão,Guia para liberação de mercadoria estrangeira sem comprovação do recolhimento do ICMS (GLME) – análise e concessão de visto,https://www.catalogo.sefaz.ms.gov.br/guia-de-liberacao-de-mercadoria-estrangeira-sem-comprovacao-do-recolhimento-do-icms-glme-analise-e-concessao-de-visto/,Carta de Serviço,333,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – redução p/ pessoa com deficiência (PCD),https://www.catalogo.sefaz.ms.gov.br/ipva-reducao-p-pessoa-com-deficiencia-pcd/,Carta de Serviço,334,2025-08-14
Cidadão / Governo / Geral;IPVA,Cidadão,IPVA – redução da base de cálculo do IPVA para veículos de Frotista,https://www.catalogo.sefaz.ms.gov.br/ipva-reducao-da-base-de-calculo-do-ipva-para-veiculos-de-frotista/,Carta de Serviço,335,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Benefícios Fiscais - geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,Cidadão,Denúncia Espontânea – solicitação,https://www.catalogo.sefaz.ms.gov.br/denuncia-espontanea-solicitacao/,Carta de Serviço,336,2025-08-14
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,Cidadão,Nota fiscal avulsa eletrônica (NFA-e) – emissão,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-emissao/,Carta de Serviço,337,2025-08-14
Cidadão / Governo / Geral;Fiscalização;Parcelamentos - fiscalização,Poder Público,Pedido de parcelamento de débito (PPD) de IPVA – exercícios anteriores (autoparcelamento),https://www.catalogo.sefaz.ms.gov.br/pedido-de-parcelamento-de-debito-ppd-de-ipva-exercicios-anteriores-autoparcelamento/,Carta de Serviço,338,2025-08-14
Fiscalização;Parcelamentos - fiscalização,Poder Público,Pedido de parcelamento de débito (PPD) relativo ao ICMS – autoparcelamento,https://www.catalogo.sefaz.ms.gov.br/pedido-de-parcelamento-de-debito-ppd-relativo-ao-icms-autoparcelamento/,Carta de Serviço,339,2025-08-14
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS;Parcelamentos - fiscalização,Poder Público,Contribuições previstas na Lei Complementar nº 93/2001 (FADEFE e PRÓ-DESENVOLVE) – pedido de parcelamento de débito (PPD),https://www.catalogo.sefaz.ms.gov.br/contribuicoes-previstas-na-lei-complementar-no-93-2001-fadefe-e-pro-desenvolve-pedido-de-parcelamento-de-debito-ppd/,Carta de Serviço,340,2025-08-14
Autuações/Notificações - Fiscalização;Fiscalização,Poder Público,Termo de verificação fiscal de exportação (TVF-Exportação) – baixa,https://www.catalogo.sefaz.ms.gov.br/termo-de-verificacao-fiscal-de-exportacao-tvf-exportacao-baixa/,Carta de Serviço,341,2025-08-14
Autuações/Notificações - Fiscalização;Fiscalização,Poder Público,"Auto de Lançamento e de Imposição de Multa (ALIM), mod. 2 – solicitação de lavratura referente a termo de apreensão (TA), conforme art. 4º da Instrução Normativa/SAT Nº 001, de 23 de janeiro de 2020",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-2-solicitacao-de-lavratura-referente-a-termo-de-apreensao-ta-conforme-art-4o-da-instrucao-normativa-sat-no-001-de-23-de-janeiro-d/,Carta de Serviço,342,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,Processo administrativo tributário (PAT) – pedido de esclarecimento em face da decisão de admissibilidade de recurso especial proferida pelo presidente do Tribunal Administrativo Tributário,https://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-pedido-de-esclarecimento-em-face-da-decisao-de-admissibilidade-de-recurso-especial-proferida-pelo-presidente-do-tribunal-administrativo-tributario/,Carta de Serviço,343,2025-08-14
Autuações / Notificações;Autuações/Notificações - Fiscalização;Autuações/Notificações - Geral;Cidadão / Governo / Geral;Fiscalização,Poder Público,"Auto de lançamento e de imposição de multa (ALIM), mod. 1 – solicitação de lavratura",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-1-solicitacao-de-lavratura/,Carta de Serviço,344,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,Processo administrativo tributário (PAT) – manifestações em face de despacho saneador,https://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-manifestacoes-em-face-de-despacho-saneador/,Carta de Serviço,345,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,Processo administrativo tributário (PAT) – interposição de pedido de esclarecimento em face do resultado de julgamento em 1ª ou 2ª instância,https://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-interposicao-de-pedido-de-esclarecimento-em-face-do-resultado-de-julgamento-em-1a-ou-2a-instancia/,Carta de Serviço,346,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,Processo administrativo tributário (PAT) – interposição de agravo em face da não admissibilidade da impugnação pela 1ª instância,https://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-interposicao-de-agravo-em-face-da-nao-admissibilidade-da-impugnacao-pela-1a-instancia/,Carta de Serviço,347,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,Processo administrativo tributário (PAT) – aditamento de razões pelo sujeito passivo,https://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-aditamento-de-razoes-pelo-sujeito-passivo/,Carta de Serviço,348,2025-08-14
Autuações / Notificações;Autuações/Notificações - Fiscalização;Cidadão / Governo / Geral;Fiscalização,Poder Público,"Auto de Lançamento e de Imposição de Multa (ALIM), mod. 2 – solicitação de lavratura referente a TVF e/ou TA",https://www.catalogo.sefaz.ms.gov.br/auto-de-lancamento-e-de-imposicao-de-multa-alim-mod-2-solicitacao-de-lavratura-referente-a-tvf-e-ou-ta/,Carta de Serviço,349,2025-08-14
Autuações/Notificações - Fiscalização;Fiscalização,Poder Público,Termo de Verificação Fiscal (TVF) ou Termo de Apreensão (TA) – baixa ou alteração,https://www.catalogo.sefaz.ms.gov.br/termo-de-verificacao-fiscal-tvf-ou-termo-de-apreensao-ta-baixa-ou-alteracao/,Carta de Serviço,350,2025-08-14
Autuações/Notificações - Fiscalização;Fiscalização,Poder Público,Pendências fiscais e/ou cadastrais – regularização,https://www.catalogo.sefaz.ms.gov.br/pendencias-fiscais-e-ou-cadastrais-regularizacao/,Carta de Serviço,351,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,Processo administrativo tributário (PAT) – interposição de recurso especial ao Tribunal Administrativo Tributário (TAT) em face de decisão proferida em 2ª instância,https://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-interposicao-de-recurso-especial-ao-tribunal-administrativo-tributario-tat-em-face-de-decisao-proferida-em-2a-instancia/,Carta de Serviço,352,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,Processo administrativo tributário (PAT) – interposição de recurso voluntário ao Tribunal Administrativo Tributário (TAT) em face de decisão proferida em 1ª instância,https://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-interposicao-de-recurso-voluntario-ao-tribunal-administrativo-tributario-tat-em-face-de-decisao-proferida-em-1a-instancia/,Carta de Serviço,353,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,Auto de lançamento e de imposição de multa (ALIM) – impugnação,https://www.catalogo.sefaz.ms.gov.br/impugnacao-ao-auto-de-lancamento-e-de-imposicao-de-multa-alim/,Carta de Serviço,354,2025-08-14
Autuações/Notificações - Fiscalização;Fiscalização,Poder Público,Mercadoria recolhida para leilão – entrega ou liberação,https://www.catalogo.sefaz.ms.gov.br/mercadoria-recolhida-para-leilao-entrega-ou-liberacao/,Carta de Serviço,355,2025-08-14
Contencioso - Fiscalização;Fiscalização,Poder Público,"Processo administrativo tributário (PAT) – solicitação de vista, cópias ou certidões",https://www.catalogo.sefaz.ms.gov.br/processo-administrativo-tributario-pat-solicitacao-de-vista-copias-ou-certidoes/,Carta de Serviço,356,2025-08-14
Benefícios Fiscais - geral;Cidadão / Governo / Geral;Fiscalização;ITCD-Geral;Parcelamentos - fiscalização,Poder Público,ITCD – pedido de parcelamento de débito (PPD),https://www.catalogo.sefaz.ms.gov.br/itcd-pedido-de-parcelamento-de-debito-ppd/,Carta de Serviço,357,2025-08-14
Autuações/Notificações - Fiscalização;Fiscalização,Poder Público,Auto de cientificação (ACT) – prorrogação de prazo para pagamento,https://www.catalogo.sefaz.ms.gov.br/auto-de-cientificacao-act-prorrogacao-de-prazo-para-pagamento/,Carta de Serviço,358,2025-08-14
