Categorias,Perfis,Serviços,URL
Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,"Comércio, Indústria e Serviços",Nota fiscal avulsa eletrônica (NFA-e) – cancelamento extemporâneo,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-extemporaneo/
Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,"Comércio, Indústria e Serviços",Nota fiscal avulsa eletrônica (NFA-e) – cancelamento dentro do prazo de 144h,https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-avulsa-eletronica-nfa-e-cancelamento-dentro-do-prazo-de-144h/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços",Fornecimento de dados e documentos fiscais do próprio requerente,https://www.catalogo.sefaz.ms.gov.br/fornecimento-de-dados-e-documentos-fiscais-do-proprio-requerente/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS;Parcelamentos - fiscalização,"Comércio, Indústria e Serviços",Contribuições previstas na Lei Complementar nº 93/2001 (FADEFE e PRÓ-DESENVOLVE) – pedido de parcelamento de débito (PPD),https://www.catalogo.sefaz.ms.gov.br/contribuicoes-previstas-na-lei-complementar-no-93-2001-fadefe-e-pro-desenvolve-pedido-de-parcelamento-de-debito-ppd/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – crédito outorgado e redução do percentual de MVA nas op. internas realizadas por estabelecimentos comerciais atacadistas (Dec. 15.368/2020) – apenas p/ atacadistas,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-outorgado-e-reducao-do-percentual-de-mva-nas-op-internas-realizadas-por-estabelecimentos-comerciais-atacadistas-dec-15-368-2020-apenas-p-atacadi/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – remessa interna para industrialização com diferimento do ICMS incidente sobre o valor do serviço de industrialização, no retorno dos produtos ao estabelecimento de origem (Dec. 11.236/2003)",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-remessa-interna-para-industrializacao-com-diferimento-do-icms-incidente-sobre-o-valor-do-servico-de-industrializacao-no-retorno-dos-produtos-ao-estabelecimento-de-ori/
Agropecuária;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços",Nota fiscal eletrônica (NF-e) – pedido de reabilitação para emissão,https://www.catalogo.sefaz.ms.gov.br/6029-2/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços",PRÓ-DESENVOLVE (Fundo Estadual Pró-desenvolvimento Econômico) – baixa de notificação de débito,https://www.catalogo.sefaz.ms.gov.br/pro-desenvolve-fundo-estadual-pro-desenvolvimento-economico-baixa-de-notificacao-de-debito/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – crédito outorgado nas operações internas e interestaduais com açúcar pelos fabricantes de açúcar,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-outorgado-nas-operacoes-internas-e-interestaduais-com-acucar-pelos-fabricantes-de-acucar/
Outras solicitações - CCIS,"Comércio, Indústria e Serviços",ICMS ST – pedido de ressarcimento – Subanexo II ao Anexo III do RICMS,https://www.catalogo.sefaz.ms.gov.br/icms-st-pedido-de-ressarcimento-do-icms-st-nos-termos-do-subanexo-ii-ao-anexo-iii-do-ricms/
Comércio Indústria e Serviços;Créditos Fiscais - CCIS,"Comércio, Indústria e Serviços","ICMS – homologação de crédito fiscal de contribuinte inscrito no cadastro do comércio, indústria e serviços (CCIS)",https://www.catalogo.sefaz.ms.gov.br/icms-homologacao-de-credito-fiscal-de-contribuinte-inscrito-no-cadastro-do-comercio-industria-e-servicos-ccis/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – crédito presumido incidente nas operações com energia elétrica e serviços de comunicação,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-presumido-incidente-nas-operacoes-com-energia-eletrica-e-servicos-de-comunicacao/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – diferimento do ICMS na aquisição de produtos agrícolas por indústrias, na operação interna (art. 3º do Dec. 9.895/2000) – apenas p/ indústrias, exceto fabricantes de ração animal",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-icms-na-aquisicao-de-produtos-agricolas-por-industrias-na-operacao-interna-art-3o-do-dec-9-895-2000-apenas-p-industrias-exceto-fabrican/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Documentos Fiscais - CAP;Documentos Fiscais - CCIS;Documentos Fiscais - Geral,"Comércio, Indústria e Serviços",Nota fiscal de produtor eletrônica (NFP-e) / Nota fiscal avulsa eletrônica (NFA-e) – emissão de carta de correção eletrônica (CC-e),https://www.catalogo.sefaz.ms.gov.br/nota-fiscal-de-produtor-eletronica-nfp-e-nota-fiscal-avulsa-eletronica-nfa-e-emissao-de-carta-de-correcao-eletronica-cc-e/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",ICMS Importação – inclusão de item na listagem de matéria-prima/mercadoria para fins de diferimento do imposto – benefício previsto em Termo de Acordo,https://www.catalogo.sefaz.ms.gov.br/icms-importacao-inclusao-de-item-na-listagem-de-materia-prima-mercadoria-para-fins-de-diferimento-do-imposto-beneficio-previsto-em-termo-de-acordo/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços",Guia de trânsito suspensa – prorrogação do prazo de suspensão,https://www.catalogo.sefaz.ms.gov.br/guia-de-transito-suspensa-prorrogacao-do-prazo-de-suspensao/
Comércio Indústria e Serviços;Créditos Fiscais - CCIS,"Comércio, Indústria e Serviços",ICMS ST – homologação de crédito por venda de combustível ao estado do Mato Grosso do Sul,https://www.catalogo.sefaz.ms.gov.br/homologacao-de-credito-por-venda-de-combustivel-ao-estado-do-mato-grosso-do-sul/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Certidões - Geral;Cidadão / Governo / Geral;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Certidão de registro e depósito convênio 190 – emissão,https://www.catalogo.sefaz.ms.gov.br/certidao-de-registro-e-deposito-convenio-190-emissao/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial – PROEXPRP – programa de estímulo à exportação pelos portos do rio Paraguai (art. 1º, § único, inciso I do Dec. 14.426/2016)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-proexprp-programa-de-estimulo-a-exportacao-pelos-portos-do-rio-paraguai-art-1o-%c2%a7-unico-inciso-i-do-dec-14-426-2016/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos in natura soja e milho em grãos (Dec. 11.803/2005) – apenas para cerealista/comercializador de soja e/ou milho",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-in-natura-soja-e-milho-em-graos-dec-11-803/
Agropecuária;Comércio Indústria e Serviços;Regimes Especiais - CAP;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos in natura, inclusive algodão em pluma, exceto soja e milho (Dec. 11.803/2005)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-in-natura-inclusive-algodao-em-pluma-excet/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Dec. 11.803/2005) – apenas para frigoríficos",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-industrializados-ou-semielaborados-dec-11/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial de exportação para realizar operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos industrializados ou semielaborados (Dec. 11.803/2005) – apenas para indústrias de combustíveis e usinas de açúcar e álcool",https://www.catalogo.sefaz.ms.gov.br/regime-especial-de-exportacao-para-realizar-operacoes-de-exportacao-saidas-com-o-fim-especifico-de-exportacao-e-remessas-para-formacao-de-lote-de-produtos-industrializados-ou-semielaborados-dec-11-2/
Comércio Indústria e Serviços;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",ICMS Equalização Simples Nacional – 1ª revisão de cobrança – módulo “Informações Fiscais”,https://www.catalogo.sefaz.ms.gov.br/icms-equalizacao-simples-nacional-1a-revisao-de-cobranca-modulo-informacoes-fiscais/
Comércio Indústria e Serviços;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",ICMS ST-SN – revisão da cobrança (1ª revisão – módulo “Informações Fiscais”),https://www.catalogo.sefaz.ms.gov.br/icms-st-sn-revisao-da-cobranca-1a-revisao-modulo-informacoes-fiscais/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços","Documentação cadastral, cópia de processo ou outra",https://www.catalogo.sefaz.ms.gov.br/documentacao-cadastral-copia-de-processo-ou-outra/
Comércio Indústria e Serviços;Declarações - CCIS,"Comércio, Indústria e Serviços",Guia nacional de informação e apuração do ICMS substituição tributária (GIA-ST) – baixa de notificação,https://www.catalogo.sefaz.ms.gov.br/guia-nacional-de-informacao-e-apuracao-do-icms-substituicao-tributaria-gia-st-baixa-de-notificacao/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços",Guia de informação e apuração do ICMS benefícios fiscais (GIA-BF) – baixa de notificação,https://www.catalogo.sefaz.ms.gov.br/guia-de-informacao-e-apuracao-do-icms-beneficios-fiscais-gia-bf-baixa-de-notificacao/
Agropecuária;Benefícios Fiscais - CAP;Benefícios Fiscais - CCIS;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços",FADEFE/MS (Fundo de apoio ao desenvolvimento econômico e de equilíbrio fiscal do estado) – baixa de notificação de débito,https://www.catalogo.sefaz.ms.gov.br/fadefe-ms-fundo-de-apoio-ao-desenvolvimento-economico-e-de-equilibrio-fiscal-do-estado-baixa-de-notificacao-de-debito/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – crédito presumido nas operações com os produtos resultantes da industrialização do leite (art. 1º do Dec. 6.996/1993) – apenas para industrializadores de leite,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-presumido-nas-operacoes-com-os-produtos-resultantes-da-industrializacao-do-leite-art-1o-do-dec-6-996-1993-apenas-para-industrializadores-de-leite/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – crédito presumido nas operações internas ou interestaduais com produtos cerâmicos (art. 77, II do Anexo I ao RICMS) – apenas p/ indústrias",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-credito-presumido-nas-operacoes-internas-ou-interestaduais-com-produtos-ceramicos-art-77-ii-do-anexo-i-ao-ricms-apenas-p-industrias/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – diferimento do lançamento e do pagamento do ICMS incidente na aquisição de gado bovino e bufalino em pé para abate (Dec. 12.056/2006) – serviço exclusivo para frigoríficos (CAE 3.17.03),https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-lancamento-e-do-pagamento-do-icms-incidente-na-aquisicao-de-gado-bovino-e-bufalino-em-pe-para-abate-dec-12-056-2006-servico-exclusivo-para/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – percentual de valor diferenciado de MVA para produtos alimentícios (art. 6º-D do Anexo III ao RICMS) – apenas para indústrias de alimentos,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-percentual-de-valor-diferenciado-de-mva-para-produtos-alimenticios-art-6o-d-do-anexo-iii-ao-ricms-apenas-para-industrias-de-alimentos/
Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS;Notícias,"Comércio, Indústria e Serviços",SMEPA – baixa de notificação,https://www.catalogo.sefaz.ms.gov.br/smepa-baixa-de-notificacao/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços",Regime especial – substituto tributário responsável pelo pagamento semanal do ICMS Transporte devido por transportadora desta ou de outra UF ou por transportador autônomo (Dec. 14.923/2018),https://www.catalogo.sefaz.ms.gov.br/regime-especial-substituto-tributario-responsavel-pelo-pagamento-semanal-do-icms-transporte-devido-por-transportadora-desta-ou-de-outra-uf-ou-por-transportador-autonomo-dec-14-923-2018/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial – transportador ferroviário deste estado apurar e recolher o ICMS transporte por período mensal (art. 50 do Anexo V ao RICMS, Ajuste SINIEF 19/89)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-transportador-ferroviario-deste-estado-apurar-e-recolher-o-icms-transporte-por-periodo-mensal-art-50-do-anexo-v-ao-ricms-ajuste-sinief-19-89/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial – substituto tributário do ICMS devido sobre autopeças adquiridas em outra Unidade da Federação – apenas para atacadistas/distribuidoras de autopeças (art. 4º, I, c, 4 do Anexo V ao RICMS e art. 5º do Dec. 14.383/2016)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-substituto-tributario-do-icms-devido-sobre-autopecas-adquiridas-em-outra-unidade-da-federacao-apenas-para-atacadistas-distribuidoras-de-autopecas-art-4o-i-c-4/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços","Regime especial – dilatação de prazo p/ pagamento, por período quinzenal, do ICMS ST devido na entrada de mercadorias no estado de MS – apenas para concessionárias de veículos ou de máquinas agrícolas (art. 4º, I, b do Anexo V ao RICMS e art. 5º do Dec. 14.383/2016)",https://www.catalogo.sefaz.ms.gov.br/regime-especial-dilatacao-de-prazo-p-pagamento-por-periodo-quinzenal-do-icms-st-devido-na-entrada-de-mercadorias-no-estado-de-ms-apenas-para-concessionarias-de-veiculos-ou-de-ma/
Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços","Declaração de Substituição Tributária, Diferencial de Alíquotas e Antecipação (DeSTDA) – entrega e retificação",https://www.catalogo.sefaz.ms.gov.br/declaracao-de-substituicao-tributaria-diferencial-de-aliquotas-e-antecipacao-destda-entrega-e-retificacao/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",ICMS ST-SN – revisão na hipótese de o contribuinte não ser o destinatário da mercadoria,https://www.catalogo.sefaz.ms.gov.br/icms-st-sn-revisao-na-hipotese-de-o-contribuinte-nao-ser-o-destinatario-da-mercadoria/
Agropecuária;Cidadão / Governo / Geral;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS;Outras solicitações - Geral,"Comércio, Indústria e Serviços",Fale Conosco,https://www.catalogo.sefaz.ms.gov.br/fale-conosco/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",ICMS Equalização Simples Nacional – revisão na hipótese de o contribuinte não ser o destinatário da mercadoria,https://www.catalogo.sefaz.ms.gov.br/icms-equalizacao-simples-nacional-revisao-na-hipotese-de-o-contribuinte-nao-ser-o-destinatario-da-mercadoria/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",ICMS Equalização Simples Nacional – 2ª revisão da cobrança – sistema e-SAP,https://www.catalogo.sefaz.ms.gov.br/icms-equalizacao-simples-nacional-2a-revisao-da-cobranca-sistema-e-sap/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços","Simples Nacional – impugnação do indeferimento de reconsideração do ato de exclusão do regime tributário diferenciado, simplificado e favorecido",https://www.catalogo.sefaz.ms.gov.br/simples-nacional-impugnacao-do-indeferimento-de-reconsideracao-do-ato-de-exclusao-do-regime-tributario-diferenciado-simplificado-e-favorecido/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços","Simples Nacional – impugnação do ato de indeferimento do pedido de reconsideração da opção pelo regime tributário diferenciado, simplificado e favorecido",https://www.catalogo.sefaz.ms.gov.br/simples-nacional-impugnacao-do-ato-de-indeferimento-do-pedido-de-reconsideracao-da-opcao-pelo-regime-tributario-diferenciado-simplificado-e-favorecido/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",Microempreendedor Individual (MEI) – reconsideração do ato de desenquadramento do SIMEI,https://www.catalogo.sefaz.ms.gov.br/microempreendedor-individual-mei-reconsideracao-do-ato-de-desenquadramento-do-simei/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços","Simples Nacional – reconsideração do ato de exclusão do regime tributário diferenciado, simplificado e favorecido",https://www.catalogo.sefaz.ms.gov.br/simples-nacional-reconsideracao-do-ato-de-exclusao-do-regime-tributario-diferenciado-simplificado-e-favorecido/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços","Simples Nacional – reconsideração do ato de indeferimento da opção pelo regime tributário diferenciado, simplificado e favorecido",https://www.catalogo.sefaz.ms.gov.br/simples-nacional-reconsideracao-do-ato-de-indeferimento-da-opcao-pelo-regime-tributario-diferenciado-simplificado-e-favorecido/
Agropecuária;Comércio Indústria e Serviços;Outras solicitações - CAP;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",ICMS ST-SN – revisão da cobrança (2ª revisão – sistema e-SAP),https://www.catalogo.sefaz.ms.gov.br/icms-st-sn-revisao-da-cobranca-2a-revisao-sistema-e-sap/
Comércio Indústria e Serviços;Outras solicitações - CCIS,"Comércio, Indústria e Serviços","Manifesto eletrônico de documentos fiscais (MDF-e), modelo 58 – pedido de cancelamento extemporâneo",https://www.catalogo.sefaz.ms.gov.br/manifesto-eletronico-de-documentos-fiscais-modelo-58-pedido-de-cancelamento-extemporaneo/
Comércio Indústria e Serviços;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços","Conhecimento de transporte eletrônico – CT-e, modelo 57 e Conhecimento de transporte eletrônico para outros serviços – CT-e OS, modelo 67 – pedido de cancelamento extemporâneo",https://www.catalogo.sefaz.ms.gov.br/conhecimento-de-transporte-eletronico-ct-e-modelo-57-e-conhecimento-de-transporte-eletronico-para-outros-servicos-ct-e-os-modelo-67-pedido-de-cancelamento-extemporaneo/
Benefícios Fiscais - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Atestado de inexistência para fins de diferimento do ICMS diferencial de alíquotas e de importação na aquisição de máquinas e equipamentos industriais – Termo de Acordo,https://www.catalogo.sefaz.ms.gov.br/atestado-de-inexistencia-para-fins-de-diferimento-do-icms-diferencial-de-aliquotas-e-de-importacao-na-aquisicao-de-maquinas-e-equipamentos-industriais-termo-de-acordo/
Agropecuária;Cadastro Fiscal;Cadastro Fiscal - CAP;Cadastro Fiscal - CCIS;Cidadão / Governo / Geral;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Cancelamento ou suspensão de inscrição estadual de terceiro no cadastro,https://www.catalogo.sefaz.ms.gov.br/cancelamento-ou-suspensao-de-inscricao-estadual-de-terceiro-no-cadastro/
Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços",Débito fiscal – baixa de notificação CRD,https://www.catalogo.sefaz.ms.gov.br/debito-fiscal-baixa-de-notificacao-crd/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Credenciamento – remessa de produtos agrícolas para depósito em Mato Grosso, com suspensão da cobrança do ICMS (Prot. ICMS 10/05)",https://www.catalogo.sefaz.ms.gov.br/credenciamento-remessa-de-produtos-agricolas-para-deposito-em-mato-grosso-com-suspensao-da-cobranca-do-icms-prot-icms-10-05/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Credenciamento para recebimento de produtos agrícolas para depósito, remetidos por produtores rurais do estado de Mato Grosso, com suspensão da cobrança do ICMS (Prot. ICMS 10/05)",https://www.catalogo.sefaz.ms.gov.br/credenciamento-para-recebimento-de-produtos-agricolas-para-deposito-remetidos-por-produtores-rurais-do-estado-de-mato-grosso-com-suspensao-da-cobranca-do-icms-prot-icms-10-05/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – diferimento do ICMS na aquisição de produtos agrícolas por empresa industrializadora de ração animal, na operação interna (art. 7º do Dec. 9.895/2000) – apenas p/ indústrias de ração animal",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-icms-na-aquisicao-de-produtos-agricolas-por-empresa-industrializadora-de-racao-animal-na-operacao-interna-art-7o-do-dec-9-895-2000-apenas/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização específica – diferimento do ICMS nas operações internas com couro bovino ou bufalino e produtos químicos adquiridos por industrializadores de couro (Dec. 11.796/2005) – apenas p/ indústrias de couro,https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-diferimento-do-icms-nas-operacoes-internas-com-couro-bovino-ou-bufalino-e-produtos-quimicos-adquiridos-por-industrializadores-de-couro-dec-11-796-2005-ape/
Agropecuária;Comércio Indústria e Serviços;Créditos Fiscais - CAP;Créditos Fiscais - CCIS,"Comércio, Indústria e Serviços",ICMS – homologação de crédito de equivalência de exportação,https://www.catalogo.sefaz.ms.gov.br/icms-homologacao-de-credito-de-equivalencia-de-exportacao/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços;Notícias,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição estadual temporária para empresas do ramo de construção civil",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-estadual-temporaria-para-empresas-do-ramo-de-construcao-civil/
Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços",Escrituração fiscal digital (EFD) – dispensa de entrega,https://www.catalogo.sefaz.ms.gov.br/dispensa-de-entrega-de-escrituracao-fiscal-digital-efd/
Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços",Escrituração fiscal digital (EFD) – retificação,https://www.catalogo.sefaz.ms.gov.br/retificacao-de-escrituracao-fiscal-digital-efd/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de empresa do ramo de combustíveis líquidos e gasosos e lubrificantes",https://www.catalogo.sefaz.ms.gov.br/inscricao-estadual-de-empresa-do-ramo-de-combustiveis-e-lubrificantes/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – inscrição de contribuinte localizado em outras unidades da federação como responsável pelo recolhimento do ICMS nas operações destinadas a consumidor final (ICMS DIFCON)",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-inscricao-de-contribuinte-localizado-em-outras-unidades-da-federacao-como-responsavel-pelo-recolhimento-do-icms-nas-operacoes-destinadas-a-c/
Comércio Indústria e Serviços;Outras solicitações - CCIS,"Comércio, Indústria e Serviços",ICMS Estimativa – revisão de valores ou reconsideração do enquadramento,https://www.catalogo.sefaz.ms.gov.br/icms-estimativa-revisao-de-valores-ou-reconsideracao-do-enquadramento/
Agropecuária;Comércio Indústria e Serviços;Declarações - CAP;Declarações - CCIS,"Comércio, Indústria e Serviços",Escrituração fiscal digital (EFD) – baixa de notificação,https://www.catalogo.sefaz.ms.gov.br/escrituracao-fiscal-digital-efd-baixa-de-notificacao/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Registro especial e prévio das empresas optantes pelo Simples Nacional para realizar operações interestaduais com produtos do §3º do art. 1º da Resolução/Sefaz nº 2.611, de 12/02/2015",https://www.catalogo.sefaz.ms.gov.br/registro-especial-e-previo-das-empresas-optantes-pelo-simples-nacional-para-realizar-operacoes-interestaduais-com-produtos-do-%c2%a73o-do-art-1o-da-resolucao-sefaz-no-2-611-de-12-02-2015/
Comércio Indústria e Serviços;Documentos Fiscais - CCIS,"Comércio, Indústria e Serviços",Nota fiscal de empresas – cancelamento por motivo de extravio,https://www.catalogo.sefaz.ms.gov.br/cancelamento-por-motivo-de-extravio-de-nota-fiscal-de-empresas/
Cadastro Fiscal - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Cadastro do comércio, indústria e serviços (CCIS) – alteração de dados cadastrais",https://www.catalogo.sefaz.ms.gov.br/cadastro-do-comercio-industria-e-servicos-ccis-alteracao-de-dados-cadastrais/
Comércio Indústria e Serviços;Regimes Especiais - CCIS,"Comércio, Indústria e Serviços",Regime especial – transportadora conveniada por meio de Termo de Acordo para atuar como fiel depositária das mercadorias que transporta (Anexo XII ao RICMS),https://www.catalogo.sefaz.ms.gov.br/regime-especial-transportadora-conveniada-por-meio-de-termo-de-acordo-para-atuar-como-fiel-depositaria-das-mercadorias-que-transporta-anexo-xii-ao-ricms/
Agropecuária;Autorizações - CAP;Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços","Autorização específica – dilatação do prazo para pagamento semanal do ICMS devido nas saídas interestaduais (art. 72, V do Anexo V ao RICMS) – serviço exclusivo para cerealistas ou comercializadoras de cereais",https://www.catalogo.sefaz.ms.gov.br/autorizacao-especifica-dilatacao-do-prazo-para-pagamento-semanal-do-icms-devido-nas-saidas-interestaduais-art-72-v-do-anexo-v-ao-ricms-servico-exclusivo-para-cerealistas-ou-com/
Autorizações - CCIS;Comércio Indústria e Serviços,"Comércio, Indústria e Serviços",Autorização para impressão de documentos fiscais (AIDF) – comprovação intempestiva,https://www.catalogo.sefaz.ms.gov.br/autorizacao-para-impressao-de-documentos-fiscais-aidf-comprovacao-intempestiva/
